codigo_upz,nombre_upz,codigo_localidad,ano,poblacion_total,poblacion_hombres,poblacion_mujeres,poblacion_0_14,poblacion_15_59,poblacion_60_mas
062,TUNJUELITO,06,2023,41406.0,20931.0,20475.0,11833.0,23754.0,5819.0
049,APOGEO,07,2023,36013.0,17276.0,18737.0,8526.0,20918.0,6569.0
084,BOSA OCCIDENTAL,07,2023,199365.0,97416.0,101949.0,56301.0,122721.0,20343.0
085,BOSA CENTRAL,07,2023,237111.0,114267.0,122844.0,64637.0,140345.0,32129.0
086,EL PORVENIR,07,2023,143758.0,68817.0,74941.0,42834.0,88725.0,12199.0
087,TINTAL SUR,07,2023,113534.0,53427.0,60107.0,34634.0,70359.0,8541.0
044,AMERICAS,08,2023,78380.0,37425.0,40955.0,17462.0,46234.0,14684.0
045,CARVAJAL,08,2023,88914.0,43325.0,45589.0,20263.0,52958.0,15693.0
046,CASTILLA,08,2023,141571.0,67949.0,73622.0,33495.0,87546.0,20530.0
047,KENNEDY CENTRAL,08,2023,92968.0,44406.0,48562.0,20078.0,53506.0,19384.0
048,TIMIZA,08,2023,139473.0,67468.0,72005.0,33307.0,82885.0,23281.0
078,TINTAL NORTE,08,2023,30467.0,14338.0,16129.0,8664.0,18938.0,2865.0
079,CALANDAIMA,08,2023,134340.0,64244.0,70096.0,37359.0,84575.0,12406.0
080,CORABASTOS,08,2023,56102.0,28272.0,27830.0,15648.0,35339.0,5115.0
081,GRAN BRITALIA,08,2023,62139.0,30607.0,31532.0,16055.0,37307.0,8777.0
082,PATIO BONITO,08,2023,137776.0,69073.0,68703.0,37896.0,85219.0,14661.0
083,LAS MARGARITAS,08,2023,32008.0,15389.0,16619.0,9214.0,19941.0,2853.0
113,BAVARIA,08,2023,41086.0,19365.0,21721.0,9774.0,24502.0,6810.0
075,FONTIBON,09,2023,139257.0,65493.0,73764.0,32571.0,83104.0,23582.0
076,FONTIBON SAN PABLO,09,2023,35141.0,17023.0,18118.0,9335.0,21473.0,4333.0
077,ZONA FRANCA,09,2023,65454.0,30237.0,35217.0,17852.0,41261.0,6341.0
110,CIUDAD SALITRE OCCIDENTAL,09,2023,46658.0,21776.0,24882.0,8783.0,28359.0,9516.0
112,GRANJAS DE TECHO,09,2023,53189.0,24301.0,28888.0,13815.0,32195.0,7179.0
114,MODELIA,09,2023,45171.0,20580.0,24591.0,9068.0,26089.0,10014.0
115,CAPELLANIA,09,2023,18499.0,8602.0,9897.0,4165.0,11428.0,2906.0
117,AEROPUERTO EL DORADO,09,2023,883.0,593.0,290.0,136.0,684.0,63.0
026,LAS FERIAS,10,2023,100848.0,48081.0,52767.0,21494.0,60335.0,19019.0
029,MINUTO DE DIOS,10,2023,110520.0,52143.0,58377.0,24223.0,63853.0,22444.0
030,BOYACA REAL,10,2023,128214.0,61067.0,67147.0,28450.0,77497.0,22267.0
031,SANTA CECILIA,10,2023,67416.0,31647.0,35769.0,13732.0,39194.0,14490.0
072,BOLIVIA,10,2023,83775.0,38203.0,45572.0,16344.0,51257.0,16174.0
073,GARCES NAVAS,10,2023,168657.0,79745.0,88912.0,38576.0,102561.0,27520.0
074,ENGATIVA,10,2023,142612.0,69193.0,73419.0,37382.0,89958.0,15272.0
105,JARDIN BOTANICO,10,2023,2900.0,1673.0,1227.0,642.0,2001.0,257.0
116,ALAMOS,10,2023,12077.0,5676.0,6401.0,2734.0,7718.0,1625.0
002,LA ACADEMIA,11,2023,5260.0,2559.0,2701.0,1893.0,2911.0,456.0
003,GUAYMARAL,11,2023,2692.0,1302.0,1390.0,701.0,1636.0,355.0
017,SAN JOSE DE BAVARIA,11,2023,52099.0,24203.0,27896.0,10329.0,30890.0,10880.0
018,BRITALIA,11,2023,97578.0,45208.0,52370.0,22708.0,58640.0,16230.0
019,EL PRADO,11,2023,106920.0,49016.0,57904.0,21694.0,62079.0,23147.0
020,LA ALHAMBRA,11,2023,43531.0,19648.0,23883.0,7085.0,24159.0,12287.0
023,CASA BLANCA SUBA,11,2023,62660.0,29031.0,33629.0,15528.0,36078.0,11054.0
024,NIZA,11,2023,84904.0,38880.0,46024.0,16868.0,46296.0,21740.0
025,LA FLORESTA,11,2023,46543.0,21133.0,25410.0,10388.0,25746.0,10409.0
027,SUBA,11,2023,186728.0,87551.0,99177.0,46360.0,114554.0,25814.0
028,EL RINCON,11,2023,295322.0,141751.0,153571.0,76309.0,177951.0,41062.0
071,TIBABUYES,11,2023,305907.0,148165.0,157742.0,85231.0,189426.0,31250.0
021,LOS ANDES,12,2023,31556.0,14695.0,16861.0,6103.0,18986.0,6467.0
022,DOCE DE OCTUBRE,12,2023,75666.0,37878.0,37788.0,18316.0,44400.0,12950.0
098,LOS ALCAZARES,12,2023,44678.0,22593.0,22085.0,9655.0,26732.0,8291.0
103,PARQUE SALITRE,12,2023,1442.0,784.0,658.0,379.0,809.0,254.0
100,GALERIAS,13,2023,38425.0,16369.0,22056.0,7404.0,23998.0,7023.0
101,TEUSAQUILLO,13,2023,28881.0,12448.0,16433.0,5313.0,18136.0,5432.0
104,PARQUE SIMON BOLIVAR - CAN,13,2023,3323.0,1602.0,1721.0,521.0,2058.0,744.0
106,LA ESMERALDA,13,2023,41130.0,16815.0,24315.0,8384.0,22775.0,9971.0
107,QUINTA PAREDES,13,2023,28926.0,11889.0,17037.0,5605.0,17446.0,5875.0
109,CIUDAD SALITRE ORIENTAL,13,2023,25743.0,10530.0,15213.0,6337.0,15246.0,4160.0
037,SANTA ISABEL,14,2023,43992.0,17996.0,25996.0,10530.0,27256.0,6206.0
102,LA SABANA,14,2023,38856.0,16466.0,22390.0,9284.0,24647.0,4925.0
035,CIUDAD JARDIN,15,2023,26977.0,12482.0,14495.0,6964.0,15567.0,4446.0
038,RESTREPO,15,2023,56948.0,26478.0,30470.0,14580.0,32851.0,9517.0
040,CIUDAD MONTES,16,2023,103350.0,49256.0,54094.0,23383.0,60536.0,19431.0
041,MUZU,16,2023,60006.0,28739.0,31267.0,13354.0,35373.0,11279.0
043,SAN RAFAEL,16,2023,74227.0,35758.0,38469.0,17055.0,43626.0,13546.0
108,ZONA INDUSTRIAL,16,2023,6666.0,3383.0,3283.0,1835.0,4010.0,821.0
111,PUENTE ARANDA,16,2023,12482.0,9959.0,2523.0,1964.0,9453.0,1065.0
094,LA CANDELARIA,17,2023,18409.0,9361.0,9048.0,3350.0,11985.0,3074.0
036,SAN JOSE,18,2023,49117.0,23095.0,26022.0,12134.0,28512.0,8471.0
039,QUIROGA,18,2023,93328.0,44656.0,48672.0,23144.0,53507.0,16677.0
053,MARCO FIDEL SUAREZ,18,2023,47615.0,22495.0,25120.0,13653.0,27447.0,6515.0
054,MARRUECOS,18,2023,123085.0,64774.0,58311.0,34440.0,74368.0,14277.0
055,DIANA TURBAY,18,2023,76093.0,36428.0,39665.0,23109.0,42911.0,10073.0
063,EL MOCHUELO,19,2023,30.0,15.0,15.0,9.0,18.0,3.0
064,MONTE BLANCO,19,2023,6575.0,3377.0,3198.0,2284.0,3656.0,635.0
065,ARBORIZADORA,19,2023,84765.0,41177.0,43588.0,22817.0,51482.0,10466.0
066,SAN FRANCISCO,19,2023,72057.0,35820.0,36237.0,20740.0,41324.0,9993.0
067,LUCERO,19,2023,163588.0,82472.0,81116.0,53001.0,91831.0,18756.0
068,EL TESORO,19,2023,54369.0,27483.0,26886.0,17938.0,31245.0,5186.0
069,ISMAEL PERDOMO,19,2023,166602.0,82790.0,83812.0,48895.0,100223.0,17484.0
070,JERUSALEM,19,2023,102981.0,51274.0,51707.0,32058.0,59448.0,11475.0
001,PASEO DE LOS LIBERTADORES,01,2024,2715.0,1320.0,1395.0,699.0,1669.0,347.0
009,VERBENAL,01,2024,133859.0,63172.0,70687.0,37837.0,80329.0,15693.0
010,LA URIBE,01,2024,37763.0,17232.0,20531.0,10002.0,21898.0,5863.0
011,SAN CRISTOBAL NORTE,01,2024,73725.0,34887.0,38838.0,19998.0,43104.0,10623.0
012,TOBERIN,01,2024,63745.0,29204.0,34541.0,14629.0,36625.0,12491.0
013,LOS CEDROS,01,2024,136735.0,60458.0,76277.0,25577.0,75582.0,35576.0
014,USAQUEN,01,2024,43661.0,20721.0,22940.0,9722.0,24670.0,9269.0
015,COUNTRY CLUB,01,2024,26415.0,11797.0,14618.0,5398.0,13270.0,7747.0
016,SANTA BARBARA,01,2024,75360.0,33902.0,41458.0,14580.0,40366.0,20414.0
088,EL REFUGIO,02,2024,42102.0,19043.0,23059.0,10152.0,21905.0,10045.0
089,SAN ISIDRO - PATIOS,02,2024,18132.0,9040.0,9092.0,5801.0,10337.0,1994.0
090,PARDO RUBIO,02,2024,54745.0,26940.0,27805.0,13092.0,34777.0,6876.0
097,CHICO LAGO,02,2024,39143.0,18472.0,20671.0,8863.0,22073.0,8207.0
099,CHAPINERO,02,2024,26852.0,13437.0,13415.0,4482.0,18501.0,3869.0
091,SAGRADO CORAZON,03,2024,11361.0,5585.0,5776.0,2449.0,7354.0,1558.0
092,LA MACARENA,03,2024,12253.0,5890.0,6363.0,2662.0,7570.0,2021.0
093,LAS NIEVES,03,2024,17265.0,8817.0,8448.0,3795.0,11056.0,2414.0
095,LAS CRUCES,03,2024,20788.0,10339.0,10449.0,6133.0,11962.0,2693.0
096,LOURDES,03,2024,45116.0,21638.0,23478.0,14321.0,25455.0,5340.0
032,SAN BLAS,04,2024,105929.0,50739.0,55190.0,30363.0,61408.0,14158.0
033,SOSIEGO,04,2024,44842.0,21686.0,23156.0,11137.0,26182.0,7523.0
034,20 DE JULIO,04,2024,81433.0,39187.0,42246.0,20763.0,47501.0,13169.0
050,LA GLORIA,04,2024,97310.0,46901.0,50409.0,28024.0,55697.0,13589.0
051,LOS LIBERTADORES,04,2024,79519.0,38362.0,41157.0,23888.0,45557.0,10074.0
052,LA FLORA,05,2024,20486.0,10322.0,10164.0,6692.0,11377.0,2417.0
056,DANUBIO,05,2024,59783.0,29332.0,30451.0,19367.0,35105.0,5311.0
057,GRAN YOMASA,05,2024,136504.0,67362.0,69142.0,39727.0,77408.0,19369.0
058,COMUNEROS,05,2024,102998.0,51181.0,51817.0,30679.0,59157.0,13162.0
059,ALFONSO LOPEZ,05,2024,54665.0,27426.0,27239.0,16974.0,31622.0,6069.0
060,PARQUE ENTRENUBES,05,2024,1197.0,628.0,569.0,455.0,649.0,93.0
061,CIUDAD USME,05,2024,29043.0,14287.0,14756.0,9431.0,16656.0,2956.0
042,VENECIA,06,2024,142842.0,70811.0,72031.0,38879.0,82646.0,21317.0
062,TUNJUELITO,06,2024,41650.0,21103.0,20547.0,12077.0,23584.0,5989.0
049,APOGEO,07,2024,35977.0,17256.0,18721.0,8338.0,20738.0,6901.0
084,BOSA OCCIDENTAL,07,2024,199853.0,97653.0,102200.0,55493.0,122776.0,21584.0
085,BOSA CENTRAL,07,2024,237736.0,114561.0,123175.0,63616.0,140105.0,34015.0
086,EL PORVENIR,07,2024,145011.0,69416.0,75595.0,42582.0,89395.0,13034.0
087,TINTAL SUR,07,2024,115163.0,54192.0,60971.0,34657.0,71327.0,9179.0
044,AMERICAS,08,2024,78326.0,37465.0,40861.0,16925.0,46075.0,15326.0
045,CARVAJAL,08,2024,88878.0,43378.0,45500.0,19620.0,52824.0,16434.0
046,CASTILLA,08,2024,141924.0,68238.0,73686.0,32612.0,87777.0,21535.0
047,KENNEDY CENTRAL,08,2024,92927.0,44459.0,48468.0,19425.0,53282.0,20220.0
048,TIMIZA,08,2024,139367.0,67527.0,71840.0,32284.0,82717.0,24366.0
078,TINTAL NORTE,08,2024,30778.0,14484.0,16294.0,8535.0,19210.0,3033.0
079,CALANDAIMA,08,2024,135976.0,65137.0,70839.0,36920.0,85870.0,13186.0
080,CORABASTOS,08,2024,56072.0,28300.0,27772.0,15185.0,35498.0,5389.0
081,GRAN BRITALIA,08,2024,62111.0,30642.0,31469.0,15560.0,37328.0,9223.0
082,PATIO BONITO,08,2024,137724.0,69159.0,68565.0,36778.0,85499.0,15447.0
083,LAS MARGARITAS,08,2024,32390.0,15600.0,16790.0,9125.0,20233.0,3032.0
113,BAVARIA,08,2024,41456.0,19573.0,21883.0,9580.0,24701.0,7175.0
075,FONTIBON,09,2024,140227.0,65790.0,74437.0,32461.0,82994.0,24772.0
076,FONTIBON SAN PABLO,09,2024,35371.0,17092.0,18279.0,9326.0,21480.0,4565.0
077,ZONA FRANCA,09,2024,66315.0,30562.0,35753.0,17981.0,41610.0,6724.0
110,CIUDAD SALITRE OCCIDENTAL,09,2024,47016.0,21916.0,25100.0,8752.0,28288.0,9976.0
112,GRANJAS DE TECHO,09,2024,54234.0,24713.0,29521.0,13967.0,32639.0,7628.0
114,MODELIA,09,2024,45477.0,20672.0,24805.0,9005.0,25993.0,10479.0
115,CAPELLANIA,09,2024,18615.0,8631.0,9984.0,4155.0,11412.0,3048.0
117,AEROPUERTO EL DORADO,09,2024,900.0,608.0,292.0,139.0,695.0,66.0
026,LAS FERIAS,10,2024,100984.0,48183.0,52801.0,21124.0,60070.0,19790.0
029,MINUTO DE DIOS,10,2024,110717.0,52276.0,58441.0,23790.0,63542.0,23385.0
030,BOYACA REAL,10,2024,128451.0,61231.0,67220.0,27980.0,77259.0,23212.0
031,SANTA CECILIA,10,2024,67552.0,31742.0,35810.0,13500.0,38975.0,15077.0
072,BOLIVIA,10,2024,84006.0,38325.0,45681.0,16122.0,51051.0,16833.0
073,GARCES NAVAS,10,2024,169428.0,80170.0,89258.0,38069.0,102579.0,28780.0
074,ENGATIVA,10,2024,143270.0,69564.0,73706.0,36926.0,90288.0,16056.0
105,JARDIN BOTANICO,10,2024,2938.0,1696.0,1242.0,645.0,2020.0,273.0
116,ALAMOS,10,2024,12095.0,5684.0,6411.0,2700.0,7700.0,1695.0
002,LA ACADEMIA,11,2024,5377.0,2617.0,2760.0,1911.0,2979.0,487.0
003,GUAYMARAL,11,2024,2735.0,1325.0,1410.0,705.0,1653.0,377.0
017,SAN JOSE DE BAVARIA,11,2024,52753.0,24515.0,28238.0,10248.0,31008.0,11497.0
018,BRITALIA,11,2024,99443.0,46089.0,53354.0,22703.0,59467.0,17273.0
019,EL PRADO,11,2024,108236.0,49637.0,58599.0,21493.0,62317.0,24426.0
020,LA ALHAMBRA,11,2024,44079.0,19900.0,24179.0,6977.0,24192.0,12910.0
023,CASA BLANCA SUBA,11,2024,63841.0,29588.0,34253.0,15532.0,36547.0,11762.0
024,NIZA,11,2024,85942.0,39366.0,46576.0,16680.0,46368.0,22894.0
025,LA FLORESTA,11,2024,47262.0,21470.0,25792.0,10301.0,25949.0,11012.0
027,SUBA,11,2024,189646.0,88947.0,100699.0,46296.0,115914.0,27436.0
028,EL RINCON,11,2024,299068.0,143597.0,155471.0,75896.0,179547.0,43625.0
071,TIBABUYES,11,2024,310733.0,150547.0,160186.0,85251.0,192121.0,33361.0
021,LOS ANDES,12,2024,32174.0,15097.0,17077.0,6332.0,19130.0,6712.0
022,DOCE DE OCTUBRE,12,2024,77185.0,38921.0,38264.0,18999.0,44778.0,13408.0
098,LOS ALCAZARES,12,2024,45444.0,23146.0,22298.0,9983.0,26891.0,8570.0
103,PARQUE SALITRE,12,2024,1465.0,803.0,662.0,390.0,814.0,261.0
100,GALERIAS,13,2024,38135.0,15983.0,22152.0,7493.0,23543.0,7099.0
101,TEUSAQUILLO,13,2024,28652.0,12151.0,16501.0,5377.0,17782.0,5493.0
104,PARQUE SIMON BOLIVAR - CAN,13,2024,3300.0,1568.0,1732.0,527.0,2018.0,755.0
106,LA ESMERALDA,13,2024,40905.0,16448.0,24457.0,8482.0,22352.0,10071.0
107,QUINTA PAREDES,13,2024,28717.0,11605.0,17112.0,5674.0,17102.0,5941.0
109,CIUDAD SALITRE ORIENTAL,13,2024,25729.0,10350.0,15379.0,6453.0,15058.0,4218.0
037,SANTA ISABEL,14,2024,44153.0,17651.0,26502.0,10880.0,27026.0,6247.0
102,LA SABANA,14,2024,38848.0,16104.0,22744.0,9569.0,24329.0,4950.0
035,CIUDAD JARDIN,15,2024,27377.0,12591.0,14786.0,7380.0,15464.0,4533.0
038,RESTREPO,15,2024,57602.0,26627.0,30975.0,15388.0,32523.0,9691.0
040,CIUDAD MONTES,16,2024,103841.0,49589.0,54252.0,23368.0,60237.0,20236.0
041,MUZU,16,2024,60300.0,28941.0,31359.0,13348.0,35210.0,11742.0
043,SAN RAFAEL,16,2024,74483.0,35997.0,38486.0,17022.0,43374.0,14087.0
108,ZONA INDUSTRIAL,16,2024,6728.0,3425.0,3303.0,1848.0,4017.0,863.0
111,PUENTE ARANDA,16,2024,12682.0,10155.0,2527.0,1998.0,9553.0,1131.0
094,LA CANDELARIA,17,2024,18675.0,9430.0,9245.0,3366.0,12155.0,3154.0
036,SAN JOSE,18,2024,49343.0,23150.0,26193.0,12138.0,28405.0,8800.0
039,QUIROGA,18,2024,93787.0,44770.0,49017.0,23162.0,53298.0,17327.0
053,MARCO FIDEL SUAREZ,18,2024,47755.0,22469.0,25286.0,13667.0,27320.0,6768.0
054,MARRUECOS,18,2024,124210.0,65369.0,58841.0,34722.0,74557.0,14931.0
055,DIANA TURBAY,18,2024,76493.0,36518.0,39975.0,23174.0,42818.0,10501.0
063,EL MOCHUELO,19,2024,30.0,15.0,15.0,9.0,18.0,3.0
064,MONTE BLANCO,19,2024,6681.0,3439.0,3242.0,2313.0,3695.0,673.0
065,ARBORIZADORA,19,2024,85544.0,41649.0,43895.0,22937.0,51630.0,10977.0
066,SAN FRANCISCO,19,2024,72508.0,36122.0,36386.0,20775.0,41257.0,10476.0
067,LUCERO,19,2024,164583.0,83155.0,81428.0,53118.0,91776.0,19689.0
068,EL TESORO,19,2024,54889.0,27807.0,27082.0,18058.0,31366.0,5465.0
069,ISMAEL PERDOMO,19,2024,167750.0,83533.0,84217.0,49083.0,100335.0,18332.0
070,JERUSALEM,19,2024,103896.0,51838.0,52058.0,32235.0,59598.0,12063.0
