latitude;longitude;altitude;geometry;categoria;localidad;direccion;cod_locali;grupo_sac;sac;codigo_sac;gestor;cord_x;cord_y
467.113.375.500.003;-74.022.137.153;;Point;Riesgo por amenaza de caída de infraestructura física;CHAPINERO;KR 5A ESTE 99 46;2;Gestión de riesgos;Infraestructura;GE004;Juan Esteban Triana;106.148.913.863;108.287.574.331
463.982.345.700.003;-74.052.822.391;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Tv. 5 Este # 58-16;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;102.743.411.694;104.823.314.712
463.982.345.700.003;-74.052.822.391;;Point;Vertimientos aguas residuales domesticas;CHAPINERO;Tv. 5 Este # 58-16;2;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH003;Juan Esteban Triana;102.743.411.694;104.823.314.712
463.982.345.700.003;-74.052.822.391;;Point;Invasión de áreas protegidas;CHAPINERO;Tv. 5 Este # 58-16;2;Ordenamiento ambiental de territorio;Usos del suelo;OU002;Juan Esteban Triana;102.743.411.694;104.823.314.712
466.897.660.100.005;-74.024.207.977;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Quebrada la Sureña;;;;;;;
"Calle 100 con carrera 7A este""";2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;105.919.100.509;108.048.896.474;;;;;;
466.897.660.100.005;-74.024.207.977;;Point;Vertimientos aguas residuales domesticas;CHAPINERO;Quebrada la Sureña;;;;;;;
"Calle 100 con carrera 7A este""";2;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH003;Juan Esteban Triana;105.919.100.509;108.048.896.474;;;;;;
466.897.660.100.005;-74.024.207.977;;Point;Invasión de áreas protegidas;CHAPINERO;Quebrada la Sureña;;;;;;;
"Calle 100 con carrera 7A este""";2;Ordenamiento ambiental de territorio;Usos del suelo;OU002;Juan Esteban Triana;105.919.100.509;108.048.896.474;;;;;;
466.636.032.300.005;-740.215.525.899.999;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Cra. 9 Este # 95a50;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;106.213.892.326;107.759.519.661
466.636.032.300.005;-740.215.525.899.999;;Point;Vertimientos aguas residuales domesticas;CHAPINERO;Cra. 9 Este # 95a50;2;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH003;Juan Esteban Triana;106.213.892.326;107.759.519.661
466.636.032.300.005;-740.215.525.899.999;;Point;Invasión de áreas protegidas;CHAPINERO;Cra. 9 Este # 95a50;2;Ordenamiento ambiental de territorio;Usos del suelo;OU002;Juan Esteban Triana;106.213.892.326;107.759.519.661
465.395.516.100.006;-74.049.914.073;;Point;Tenencia inadecuada de animales de compañía;CHAPINERO;Cra. 1 # 73 - 42;2;Fauna;Fauna doméstica y animales de compañía;FD001;Juan Esteban Triana;103.066.025.933;10.638.669.095
465.395.516.100.006;-74.049.914.073;;Point;Invasión de áreas protegidas;CHAPINERO;Cra. 1 # 73 - 42;2;Ordenamiento ambiental de territorio;Usos del suelo;OU002;Juan Esteban Triana;103.066.025.933;10.638.669.095
467.521.266.100.005;-74.042.228.033;;Point;Invasión de áreas protegidas;CHAPINERO;Carrera 7ma calle 94;2;Ordenamiento ambiental de territorio;Usos del suelo;OU002;Juan Esteban Triana;103.918.823.746;108.738.444.887
467.521.266.100.005;-74.042.228.033;;Point;Areas que requieren de restauración ecológica;CHAPINERO;Carrera 7ma calle 94;2;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES001;Juan Esteban Triana;103.918.823.746;108.738.444.887
465.159.127.500.004;-74.048.546.054;;Point;Ocupación por habitante de calle y cambuches;CHAPINERO;Carrera 2 Este Número. 72 - 00;2;Estructura ecológica principal y espacios del agua;Invasión EEP;EI003;Juan Esteban Triana;103.217.911.575;106.125.204.722
465.159.127.500.004;-74.048.546.054;;Point;Caídas y volcamientos en laderas, canales y quebradas;CHAPINERO;Carrera 2 Este Número. 72 - 00;2;Gestión de riesgos;Movimiento en masa;GM001;Juan Esteban Triana;103.217.911.575;106.125.204.722
465.159.127.500.004;-74.048.546.054;;Point;Tenencia inadecuada de animales de compañía;CHAPINERO;Carrera 2 Este Número. 72 - 00;2;Fauna;Fauna doméstica y animales de compañía;FD001;Juan Esteban Triana;103.217.911.575;106.125.204.722
462.705.966.500.005;-7.405.558.086;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Calle 42 transversal 7A Este;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;102.437.398.314;103.411.269.084
462.705.966.500.005;-7.405.558.086;;Point;Invasión de áreas protegidas;CHAPINERO;Calle 42 transversal 7A Este;2;Ordenamiento ambiental de territorio;Usos del suelo;OU002;Juan Esteban Triana;102.437.398.314;103.411.269.084
462.886.220.400.003;-74.061.150.781;;Point;Invasión de áreas protegidas;CHAPINERO;Calle 47 bis con Carrera 3B este;2;Ordenamiento ambiental de territorio;Usos del suelo;OU002;Juan Esteban Triana;101.819.093.094;103.610.599.688
462.886.220.400.003;-74.061.150.781;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Calle 47 bis con Carrera 3B este;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;101.819.093.094;103.610.599.688
466.932.292.600.006;-74.046.228.849;;Point;Vertimientos aguas residuales domesticas;CHAPINERO;Entre la Carrera 7ma y Autopista Norte, entre la calle 88 - 87;2;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH003;Juan Esteban Triana;103.474.841.769;108.086.822.251
466.932.292.600.006;-74.046.228.849;;Point;Desbordamientos de canales y quebradas;CHAPINERO;Entre la Carrera 7ma y Autopista Norte, entre la calle 88 - 87;2;Gestión de riesgos;Inundaciones;GIN003;Juan Esteban Triana;103.474.841.769;108.086.822.251
466.622.792.800.007;-74.014.099.377;;Point;Invasión de áreas protegidas;CHAPINERO;Quebrada San Antonio;2;Ordenamiento ambiental de territorio;Usos del suelo;OU002;Juan Esteban Triana;107.041.183.822;107.745.024.535
466.622.792.800.007;-74.014.099.377;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Quebrada San Antonio;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;107.041.183.822;107.745.024.535
462.577.784.600.006;-7.406.583.996;;Point;Ocupación por habitante de calle y cambuches;CHAPINERO;Diagonal 40A con carrera 7ma.;2;Estructura ecológica principal y espacios del agua;Invasión EEP;EI003;Juan Esteban Triana;101.298.617.491;103.269.329.192
462.577.784.600.006;-7.406.583.996;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Diagonal 40A con carrera 7ma.;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;101.298.617.491;103.269.329.192
466.700.180.800.007;-74.022.926.723;;Point;Tenencia inadecuada de animales de compañía;CHAPINERO;Tv. 11a E # 95 – 98;2;Fauna;Fauna doméstica y animales de compañía;FD001;Juan Esteban Triana;106.061.354.421;107.830.457.639
466.700.180.800.007;-74.022.926.723;;Point;Expansión urbana y asentamientos ilegales;CHAPINERO;Tv. 11a E # 95 – 98;2;Ordenamiento ambiental de territorio;Usos del suelo;OU001;Juan Esteban Triana;106.061.354.421;107.830.457.639
466.700.180.800.007;-74.022.926.723;;Point;Especies vegetales invasoras;CHAPINERO;Tv. 11a E # 95 – 98;2;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES004;Juan Esteban Triana;106.061.354.421;107.830.457.639
463.880.527.000.003;-7.401.320.888;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Vereda el Verjón Bajo Chapinero;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;107.140.599.714;104.711.381.732
463.880.527.000.003;-7.401.320.888;;Point;Especies vegetales invasoras;CHAPINERO;Vereda el Verjón Bajo Chapinero;2;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES004;Juan Esteban Triana;107.140.599.714;104.711.381.732
464.549.475.000.007;-74.061.801.131;;Point;Ruido por música estridente;CHAPINERO;Parque de los Hippis;2;Contaminación;Contaminación por ruido;CR002;Juan Esteban Triana;101.746.681.891;105.450.580.883
463.672.205.300.003;-740.658.304.099.999;;Point;Ruido por música estridente;CHAPINERO;Sector Marly - Calle 51 y Sucre;2;Contaminación;Contaminación por ruido;CR002;Juan Esteban Triana;101.299.539.826;104.480.041.266
464.092.406.400.005;-74.064.912.531;;Point;Ruido por música estridente;CHAPINERO;Avenida caracas - carrera 13 con calle 54;2;Contaminación;Contaminación por ruido;CR002;Juan Esteban Triana;101.401.372.643;104.944.904.019
466.903.534.800.002;-740.543.347.889.999;;Point;Ruido por música estridente;CHAPINERO;Calle 84 Bis #No. 13 54;2;Contaminación;Contaminación por ruido;CR002;Juan Esteban Triana;102.575.110.807;10.805.488.554
4.713.488;-74.118.262;;Point;Deficiencias en mantenimiento de arbolado urbano;ENGATIVA;Cra 70 # 77 - 49;10;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES003;MARIA CONCHITA VELASQUEZ;95.479.185.432;112.971.893.606
4.714.506;-74.118.038;;Point;Deficiencias en mantenimiento de arbolado urbano;ENGATIVA;Dg 78 C - Tv 107 B;10;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES003;MARIA CONCHITA VELASQUEZ;955.040.425.559;113.084.511.888
4.713.966;-7.411.822;;Point;Deficiencias en mantenimiento de arbolado urbano;ENGATIVA;Cl 78 B - Cra 107;10;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES003;MARIA CONCHITA VELASQUEZ;954.838.448.558;113.024.773.023
4.711.867;-74.116.545;;Point;Deficiencias en mantenimiento de arbolado urbano;ENGATIVA;Cl 78 # 104 A;10;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES003;MARIA CONCHITA VELASQUEZ;956.697.628.069;112.792.576.842
471.325.250.000.007;-7.411.975;;Point;Deficiencias en mantenimiento de arbolado urbano;ENGATIVA;Cl. 77a Bis #107-16;10;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES003;MARIA CONCHITA VELASQUEZ;953.140.334.744;11.294.583.465
4.710.508;-74.118.012;;Point;Deficiencias en mantenimiento de arbolado urbano;ENGATIVA;Cl. 78 #104a-2;10;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES003;MARIA CONCHITA VELASQUEZ;955.069.464.137;112.642.229.277
4.713.098;-74.135.207;;Point;Deficiencias en mantenimiento de arbolado urbano;ENGATIVA;Cra. 115d #69b-2 a 69b-98;10;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES003;MARIA CONCHITA VELASQUEZ;935.984.625.003;11.292.869.591
4.725.764;-74.121.355;;Point;Deficiencias en mantenimiento de arbolado urbano;ENGATIVA;Cra 116a #81-39 a 81-1;10;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES003;MARIA CONCHITA VELASQUEZ;951.358.444.786;114.329.925.378
4.728.153;-74.119.932;;Point;Deficiencias en mantenimiento de arbolado urbano;ENGATIVA;Cl. 83a #116a-86;10;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES003;MARIA CONCHITA VELASQUEZ;95.293.770.185;114.594.216.879
4.694.296;-74.117.173;;Point;Deficiencias en mantenimiento de arbolado urbano;ENGATIVA;Cl. 66a #95-2 a 95-78;10;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES003;MARIA CONCHITA VELASQUEZ;956.001.428.239;110.848.765.019
4.708.426;-74.134.399;;Point;Disposición inadecuada de residuos sólidos;ENGATIVA;Tv. 113 #67a-76 a 67a-98;10;Contaminación;Manejo inadecuado de residuos sólidos;CR004;MARIA CONCHITA VELASQUEZ;936.881.514.079;112.411.852.855
4.722.165;-741.445.993;;Point;Disposición ilegal de Residuos de Construcción y Demolición;ENGATIVA;Calle 64 #128-48;10;Contaminación;Manejo inadecuado de residuos sólidos;CR002;MARIA CONCHITA VELASQUEZ;92.556.008.792;113.931.731.834
469.223;-7.411.304;;Point;Disposición inadecuada de residuos sólidos;ENGATIVA;Cl. 66a #90-99 a 90-1;10;Contaminación;Manejo inadecuado de residuos sólidos;CR004;MARIA CONCHITA VELASQUEZ;960.588.875.772;110.620.232.459
4.715.835;-74.095.377;;Point;Disposición inadecuada de residuos sólidos;ENGATIVA;Cl. 98 #91-31;10;Contaminación;Manejo inadecuado de residuos sólidos;CR004;MARIA CONCHITA VELASQUEZ;980.191.703.855;113.231.677.788
4.686.238;-74.089.904;;Point;Disposición inadecuada de residuos sólidos;ENGATIVA;Av. 70 #74-59;10;Contaminación;Manejo inadecuado de residuos sólidos;CR004;MARIA CONCHITA VELASQUEZ;986.268.817.221;109.957.527.121
469.022.833.000.003;-741.099;;Point;Emposamiento y encharcamiento;ENGATIVA;CL 66 A #86-35;10;Gestión de riesgos;Inundaciones;GIN004;MARIA CONCHITA VELASQUEZ;964.074.180.299;110.398.813.317
470.198.990.000.006;-74.123.086;;Point;Desbordamientos de canales y quebradas;ENGATIVA;CL 105F #69-2;10;Gestión de riesgos;Inundaciones;GIN003;MARIA CONCHITA VELASQUEZ;949.438.130.248;111.699.885.173
4.706.325;-7.413.359;;Point;Emposamiento y encharcamiento;ENGATIVA;CRA 112 #66-62;10;Gestión de riesgos;Inundaciones;GIN004;MARIA CONCHITA VELASQUEZ;937.779.472.007;112.179.429.316
470.578.833.000.008;-741.335.716;;Point;Emposamiento y encharcamiento;ENGATIVA;CRA 112 A #66-27;10;Gestión de riesgos;Inundaciones;GIN004;MARIA CONCHITA VELASQUEZ;937.799.905.424;112.120.059.718
470.578.833.000.008;-741.335.716;;Point;Disposición inadecuada de residuos sólidos;ENGATIVA;CRA 112 A #66-27;10;Contaminación;Manejo inadecuado de residuos sólidos;CR004;MARIA CONCHITA VELASQUEZ;937.799.905.424;112.120.059.718
471.279;-741.447.166;;Point;Disposición inadecuada de residuos sólidos;ENGATIVA;CR 121 A #63 B-29;10;Contaminación;Manejo inadecuado de residuos sólidos;CR004;MARIA CONCHITA VELASQUEZ;925.429.926.321;112.894.613.072
471.288.660.000.005;-74.144.645;;Point;Desbordamientos de canales y quebradas;ENGATIVA;CR 121 A #63B-29;10;Gestión de riesgos;Inundaciones;GIN003;MARIA CONCHITA VELASQUEZ;925.509.394.856;112.905.299.564
4.714.371;-74.143.165;;Point;Disposición inadecuada de residuos sólidos;ENGATIVA;CL 63L #123-04;10;Contaminación;Manejo inadecuado de residuos sólidos;CR004;MARIA CONCHITA VELASQUEZ;927.152.038.424;11.306.951.341
471.801.499.000.003;-7.414.312.166;;Point;Emposamiento y encharcamiento;ENGATIVA;CL 64 #127-20;10;Gestión de riesgos;Inundaciones;GIN004;MARIA CONCHITA VELASQUEZ;927.200.121.304;113.472.633.447
4.725.315;-741.486.232.999.999;;Point;Desbordamientos de canales y quebradas;ENGATIVA;CL 64 #128-95;10;Gestión de riesgos;Inundaciones;GIN003;MARIA CONCHITA VELASQUEZ;921.093.920.771;114.280.203.802
472.862.499.000.007;-74.143.215;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;ENGATIVA;CL 78B #12A-56;10;Gestión de riesgos;Movimiento en masa;GM002;MARIA CONCHITA VELASQUEZ;92.709.646.706;114.646.375.427
458.944.022.000.003;-74.098.402.498;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Calle 11 sur # 20-11;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;976.843.255.989;992.491.261.477
459.055.979.600.004;-74.099.287.387;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Calle 10 A sur # 22-20;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;975.860.865.021;993.729.734.027
458.907.024.000.007;-74.098.752.717;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Calle 11 sur # 20-13;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;976.454.507.653;992.081.942.568
459.280.626.600.003;-74.096.860.034;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Cra 24  # 04-34;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;978.555.276.589;996.215.088.506
459.334.887.900.008;-74.096.479.551;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Calle 3 A Sur # 24 A- 40;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;978.977.604.652;99.681.538.673
459.316.060.700.007;-74.096.407.026;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Calle 24 # 03A-28 Sur;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;979.058.128.657;996.607.115.985
4.592.807;-74.091.291;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Av Calle 1 # 18-60;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;984.737.396.274;996.216.354.249
458.624;-74.093.186;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Calle 10 sur # 13-18;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;982.634.320.741;988.951.408.421
458.813.508.900.005;-74.092.676.039;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Av Caracas # 64;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;983.200.269.763;991.047.905.299
4.581.933;-7.410.309;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Calle 22 sur # 16-05;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;971.640.195.636;984.186.019.913
4.582.558;-74.103.602;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Calle 22 sur # 16-93;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;971.071.780.467;984.877.395.672
4.583.306;-74.103.983;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Cra 19 # 21 - 26;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;970.648.781.689;985.704.849.964
4.591.051;-74.087.886;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Calle 1 # 13-77 sur;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;988.517.406.527;994.274.068.758
458.566;-740.902;;Point;Tenencia inadecuada de animales de compañía;ANTONIO NARIÑO;Clle 7 sur # 11 A - 20;15;Fauna;Fauna doméstica y animales de compañía;FD001;Liliana Rondón Salazar;985.949.125.286;988.310.033.676
459.063;-74.099.891;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Calle 11 sur # 24-88;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;975.190.794.354;993.807.353.623
459.315;-7.409.696;;Point;Disposición inadecuada de residuos especiales y/o peligrosos;ANTONIO NARIÑO;Cra 22 # 3A - 22 sur;15;Contaminación;Manejo inadecuado de residuos sólidos;CR003;Liliana Rondón Salazar;978.444.279.447;996.595.338.786
4.589.317;-74.099.233;;Point;Disposición inadecuada de residuos sólidos;ANTONIO NARIÑO;Carrera 24 con calle 10 A sur;15;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Liliana Rondón Salazar;975.921.330.679;992.354.887.021
