latitude;longitude;altitude;geometry;categoria;localidad;direccion;cod_locali;grupo_sac;sac;codigo_sac;gestor;cord_x;cord_y
448.999.272.800.006;-74.100.104.229;;Point;Disposición inadecuada de residuos sólidos;USME;CL 104 SUR 8A 11 ESTE;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;974.961.241.126;882.476.871.789
449.044.641.400.008;-741.018.537.589.999;;Point;Disposición inadecuada de residuos sólidos;USME;KR 8 ESTE 99A 04 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;973.018.802.888;88.297.864.235
449.035.156.200.006;-74.103.577.335;;Point;Disposición inadecuada de residuos sólidos;USME;CL 101 SUR 6F 04 ESTE;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;971.105.218.034;882.873.597.288
449.487.464.500.004;-741.020.906.919.999;;Point;Disposición inadecuada de residuos sólidos;USME;CL 97D SUR 7 97 ESTE;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;972.755.451.256;887.877.371.595
449.724.857.700.005;-74.105.628.545;;Point;Disposición inadecuada de residuos sólidos;USME;CL 91 SUR 2A 07 ESTE;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;968.827.445.483;890.503.312.315
449.866.613.500.007;-74.099.542.012;;Point;Disposición inadecuada de residuos sólidos;USME;KR 8A ESTE 90 57 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;975.584.822.537;892.071.897.818
450.052.444.400.006;-7.409.847.684;;Point;Disposición inadecuada de residuos sólidos;USME;KR 8D BIS  ESTE 89B 04 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;976.767.275.422;894.127.735.861
450.516.577.200.006;-74.100.321.142;;Point;Disposición inadecuada de residuos sólidos;USME;KR 7F ESTE 87G 16 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;974.719.351.506;899.262.089.628
450.960.702.500.004;-74.098.931.186;;Point;Disposición inadecuada de residuos sólidos;USME;CL 81A SUR 9 20 ESTE;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;976.262.190.616;904.175.342.102
450.772.091.400.006;-74.098.519.796;;Point;Disposición inadecuada de residuos sólidos;USME;KR 10A ESTE 87A 02 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;97.671.905.986;902.088.854.511
451.027.798.900.003;-74.094.108.466;;Point;Disposición inadecuada de residuos sólidos;USME;KR 11F ESTE 81 00 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;98.161.639.669;904.917.966.606
451.225.328.900.006;-740.923.384.179.999;;Point;Disposición inadecuada de residuos sólidos;USME;CL 76D SUR 13C 04 ESTE;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;983.581.367.346;90.710.329.418
451.645.267.100.003;-74.092.778.629;;Point;Disposición inadecuada de residuos sólidos;USME;KR 13B ESTE 75B 00 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;983.092.296.492;911.748.841.645
450.723.059.500.007;-74.086.091.712;;Point;Disposición inadecuada de residuos sólidos;USME;KR 19 ESTE 80A 86 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;990.516.995.565;901.547.464.583
450.227.703.200.005;-74.081.600.163;;Point;Disposición inadecuada de residuos sólidos;USME;KR 23 ESTE 90 22 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;995.504.089.343;896.067.994.495
450.012.342.400.004;-74.079.875.058;;Point;Disposición inadecuada de residuos sólidos;USME;KR 24 ESTE 92 00 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;997.419.565.453;89.368.572.983
449.819.688.800.005;-74.086.407.862;;Point;Disposición inadecuada de residuos sólidos;USME;CL 91C SUR 13G 45 ESTE;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;990.166.823.771;891.553.861.858
450.008.901.300.004;-74.087.415.705;;Point;Disposición inadecuada de residuos sólidos;USME;KR 13G ESTE 90A 04 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;989.047.713.434;893.646.940.884
449.888.546.600.005;-7.409.026.324;;Point;Disposición inadecuada de residuos sólidos;USME;CL 90B SUR 12F 06 ESTE;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;985.886.396.516;892.315.262.497
450.350.857.900.003;-74.092.156.751;;Point;Disposición inadecuada de residuos sólidos;USME;KR 12B ESTE 88F 07 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;983.783.778.554;897.429.439.208
450.456.834.300.007;-741.099.096.259.999;;Point;Disposición inadecuada de residuos sólidos;USME;KR 12B 89 17 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;964.074.035.757;898.600.576.341
451.803.925.600.007;-74.115.737.371;;Point;Disposición inadecuada de residuos sólidos;USME;KR 12 73A 26 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;957.603.307.244;913.502.524.498
452.041.631.200.007;-74.115.016.996;;Point;Disposición inadecuada de residuos sólidos;USME;KR 8F 71H 37 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;958.402.955.291;916.132.186.459
451.746.347.800.003;-74.118.011.025;;Point;Disposición inadecuada de residuos sólidos;USME;CL 73B BIS A SUR 14 42;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;955.079.115.621;912.865.464.711
452.975.500.500.003;-74.112.162.353;;Point;Disposición inadecuada de residuos sólidos;USME;CL 67A BIS A SUR 5A 53;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;961.571.687.454;926.463.298.504
452.423.842.100.006;-74.121.802.295;;Point;Disposición inadecuada de residuos sólidos;USME;TV 14Q BIS A 68A 33 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;950.869.778.893;920.360.117.804
453.319.805.300.004;-74.113.563.338;;Point;Disposición inadecuada de residuos sólidos;USME;CL 65D SUR 6B 56;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;960.016.161.688;930.272.113.054
452.614.420.500.004;-74.113.316.141;;Point;Disposición inadecuada de residuos sólidos;USME;CL 68C SUR 6C 31;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;960.290.952.659;92.246.877.587
453.771.272.100.005;-74.114.113.692;;Point;Disposición inadecuada de residuos sólidos;USME;KR 3 55B 99 SUR;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;959.404.946.055;935.266.457.129
453.428.431.400.005;-74.104.010.985;;Point;Disposición inadecuada de residuos sólidos;USME;CL 61 SUR 5 34 ESTE;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;9.706.209.188;931.474.347.264
453.286.605.100.004;-74.110.309.418;;Point;Disposición inadecuada de residuos sólidos;USME;DG 65B SUR 4G 18;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;963.628.615.638;92.990.500.706
453.959.181.300.007;-741.132.641.519.999;;Point;Disposición inadecuada de residuos sólidos;USME;CL 54H SUR 3 04;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;960.347.986.467;937.345.254.115
453.234.087.300.007;-7.410.707.389;;Point;Disposición inadecuada de residuos sólidos;USME;CL 64I SUR 3 19;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;967.220.666.217;929.324.214.329
446.876.929.500.007;-741.271.024.769.999;;Point;Disposición inadecuada de residuos sólidos;USME;CL 138C SUR 13 44;5;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HANNER RAMIREZ POVEDA;944.987.189.633;858.997.041.553
4.463.743;-74.129.158;;Point;Presencia de marraneras;USME;CHINGAZA USME RURAL;5;Fauna;Manejo de animales relacionados con actividades productivas;FM002;HANNER RAMIREZ POVEDA;942.705.121.335;853.436.634.102
4.531.815;-74.106.867;;Point;Presencia de marraneras;USME;CL 65 SUR 4B 31;5;Fauna;Manejo de animales relacionados con actividades productivas;FM002;HANNER RAMIREZ POVEDA;967.450.383.426;928.742.477.529
4.487.856;-74.117.679;;Point;Vertimientos aguas residuales domesticas;USME;CL 116A SUR 8A 09;5;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH003;HANNER RAMIREZ POVEDA;955.449.028.478;880.112.104.885
4.483.557;-74.103.468;;Point;Vertimientos aguas residuales domesticas;USME;TV 7A ESTE 110 00 SUR;5;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH003;HANNER RAMIREZ POVEDA;971.227.049.229;875.357.098.914
453.622;-74.112.713;;Point;Vertimientos aguas residuales domesticas;USME;CL 64 SUR 1 72;5;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH003;HANNER RAMIREZ POVEDA;960.960.033.282;93.361.519.899
4.538.675;-74.115.563;;Point;Ruido por perifoneo y emisiones sonoras;USME;KR 4A 56 00 SUR;5;Contaminación;Contaminación por ruido;CR003;HANNER RAMIREZ POVEDA;957.795.918.318;936.330.912.099
4.515.101;-74.116.209;;Point;Ruido por perifoneo y emisiones sonoras;USME;KR 14 74C 04 SUR;5;Contaminación;Contaminación por ruido;CR003;HANNER RAMIREZ POVEDA;957.079.839.216;910.252.045.364
4.497.391;-74.103.849;;Point;Ruido por perifoneo y emisiones sonoras;USME;CL 91 SUR 5 14 ESTE;5;Contaminación;Contaminación por ruido;CR003;HANNER RAMIREZ POVEDA;970.803.148.207;890.660.981.412
4.515.177;-74.116.669;;Point;Saturación paisajística por publicidad exterior visual;USME;KR 14 74B 49 SUR;5;Contaminación;Contaminación visual;CV001;HANNER RAMIREZ POVEDA;956.569.140.493;910.336.099.498
4.506.685;-74.113.048;;Point;Ocupación por habitante de calle y cambuches;USME;CL 84 SUR 11 63;5;Estructura ecológica principal y espacios del agua;Invasión EEP;EI003;HANNER RAMIREZ POVEDA;96.058.963.261;900.941.968.018
4.492.704;-74.098.888;;Point;Cortes ilegales de arboles;USME;DG 97 S 7C 09 ESTE;5;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES002;HANNER RAMIREZ POVEDA;976.311.358.199;88.547.631.238
4.334.245;-7.413.792;;Point;Cortes ilegales de arboles;USME;POTRERITOS CURUBITAL;5;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES002;HANNER RAMIREZ POVEDA;932.978.470.733;710.179.272.312
4.319.826;-74.160.659;;Point;Cortes ilegales de arboles;USME;RANCHERIAS;5;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES002;HANNER RAMIREZ POVEDA;907.727.053.471;694.228.370.724
4.328.373;-74.200.793;;Point;Cortes ilegales de arboles;USME;LOS PINOS CHISACA;5;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES002;HANNER RAMIREZ POVEDA;863.159.018.486;703.685.476.488
4.489.407;-74.096.047;;Point;Tenencia inadecuada de animales de compañía;USME;KR 10D E 107A 09 S;5;Fauna;Fauna doméstica y animales de compañía;FD001;HANNER RAMIREZ POVEDA;979.465.805.712;881.829.206.836
4.504.338;-74.090.516;;Point;Especies vegetales invasoras;USME;CL 83 S 13 19 E;5;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES004;HANNER RAMIREZ POVEDA;985.605.310.911;898.347.127.334
4.556.772;-74.124.404;;Point;Disposición ilegal de Residuos de Construcción y Demolición;TUNJUELITO;carrera 9 con calle 53 sur;6;Contaminación;Manejo inadecuado de residuos sólidos;CR002;INGRID FORERO;947.980.280.529;956.350.443.742
4.556.853;-74.123.765;;Point;Disposición ilegal de Residuos de Construcción y Demolición;TUNJUELITO;carrera 9A con calle 53;6;Contaminación;Manejo inadecuado de residuos sólidos;CR002;INGRID FORERO;948.689.659.329;956.440.072.539
4.558.264;-74.125.503;;Point;Emposamiento y encharcamiento;TUNJUELITO;carrera 11A con 59;6;Gestión de riesgos;Inundaciones;GIN004;INGRID FORERO;946.760.184.663;958.000.939.669
4.558.689;-74.127.332;;Point;Emposamiento y encharcamiento;TUNJUELITO;carrera 12 con 57 sur;6;Gestión de riesgos;Inundaciones;GIN004;INGRID FORERO;944.729.724.033;958.471.041.255
4.556.853;-74.123.765;;Point;Areas que requieren de restauración ecológica;TUNJUELITO;calle 53 con carrera  9A;6;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES001;INGRID FORERO;948.689.659.329;956.440.072.539
4.559.194;-74.116.847;;Point;Disposición inadecuada de residuos sólidos;TUNJUELITO;calle 52 sur con carrera 11A;6;Contaminación;Manejo inadecuado de residuos sólidos;CR004;INGRID FORERO;956.369.523.918;959.030.095.742
4.560.035;-74.124.053;;Point;Disposición inadecuada de residuos sólidos;TUNJUELITO;calle 53 Bis con carrera 11 B;6;Contaminación;Manejo inadecuado de residuos sólidos;CR004;INGRID FORERO;948.369.828.012;959.960.166.174
4.584.406;-74.137.627;;Point;Emisiones de gases por fuentes móviles;TUNJUELITO;carrera 33 cale 52 sur;6;Contaminación;Contaminación del aire;CA003;INGRID FORERO;933.300.473.696;986.920.388.157
458.437;-74.137.654;;Point;Emisiones de gases por fuentes móviles;TUNJUELITO;carrera 33 cale 52 sur;6;Contaminación;Contaminación del aire;CA003;INGRID FORERO;93.327.050.147;986.880.562.573
4.583.466;-74.138.889;;Point;Emisión de material particulado;TUNJUELITO;carrera 33 cale 52G sur;6;Contaminación;Contaminación del aire;CA002;INGRID FORERO;931.899.537.642;98.588.049.142
4.584.171;-74.138.627;;Point;Disposición inadecuada de residuos sólidos;TUNJUELITO;diagonal 52 B con carrera 33 sur;6;Contaminación;Manejo inadecuado de residuos sólidos;CR004;INGRID FORERO;93.219.037.577;986.660.404.933
4.584.171;-74.138.627;;Point;Disposición inadecuada de residuos sólidos;TUNJUELITO;calle 51 B con carrera 33sur;6;Contaminación;Manejo inadecuado de residuos sólidos;CR004;INGRID FORERO;93.219.037.577;986.660.404.933
4.583.376;-74.135.745;;Point;Disposición inadecuada de residuos sólidos;TUNJUELITO;carrera 31 con diagonal 51 A sur;6;Contaminación;Manejo inadecuado de residuos sólidos;CR004;INGRID FORERO;935.389.700.675;985.780.973.545
4.580.582;-74.132.439;;Point;Disposición ilegal de Residuos de Construcción y Demolición;TUNJUELITO;carrera 26 con calle 49 sur;6;Contaminación;Manejo inadecuado de residuos sólidos;CR002;INGRID FORERO;939.059.760.259;982.690.158.927
458.437;-74.136.853;;Point;Necesidad de procesos de participación ciudadana en el territorio;TUNJUELITO;diagonal 51 B sur con carrera 32;6;Participación y educación ambiental;Reconocimiento territorial;PR002;INGRID FORERO;934.159.692.269;986.880.574.156
4.581.414;-74.135.006;;Point;Emposamiento y encharcamiento;TUNJUELITO;diagonal 52 sur entre carreras 28 y 29;6;Gestión de riesgos;Inundaciones;GIN004;INGRID FORERO;936.210.101.422;98.361.051.257
4.582.463;-74.139.988;;Point;Tenencia inadecuada de animales de compañía;TUNJUELITO;carrera 33 con calle 53 B sur;6;Fauna;Fauna doméstica y animales de compañía;FD001;INGRID FORERO;930.679.545.475;984.770.904.715
4.582.463;-74.139.988;;Point;Emisión de material particulado;TUNJUELITO;carrera 33 con calle 53 B sur;6;Contaminación;Contaminación del aire;CA002;INGRID FORERO;930.679.545.475;984.770.904.715
4.585.292;-74.135.033;;Point;Emisión de material particulado;TUNJUELITO;carrera 33 con calle 50 sur;6;Contaminación;Contaminación del aire;CA002;INGRID FORERO;936.180.059.416;987.900.572.052
4.585.066;-74.138.934;;Point;Disposición ilegal de Residuos de Construcción y Demolición;TUNJUELITO;tranv 35 Bis con diagonal 52 B sur;6;Contaminación;Manejo inadecuado de residuos sólidos;CR002;INGRID FORERO;931.849.564.132;987.650.500.178
4.585.066;-74.138.934;;Point;Percepción de olores ofensivos;TUNJUELITO;tranv 35 Bis con diagonal 52 B sur;6;Contaminación;Contaminación del aire;CA004;INGRID FORERO;931.849.564.132;987.650.500.178
4.585.066;-74.138.934;;Point;Deficiencias en la prestación del servicio de aseo;TUNJUELITO;tranv 35 Bis con diagonal 52 B sur;6;Contaminación;Manejo inadecuado de residuos sólidos;CR001;INGRID FORERO;931.849.564.132;987.650.500.178
4.589.785;-74.153.077;;Point;Desbordamientos de canales y quebradas;TUNJUELITO;Carrera 62 con calle 66 sur;6;Gestión de riesgos;Inundaciones;GIN003;INGRID FORERO;916.149.470.117;992.870.908.947
4.590.408;-7.415.304;;Point;Desbordamientos de canales y quebradas;TUNJUELITO;Carrera 61 G calle 66 sur;6;Gestión de riesgos;Inundaciones;GIN003;INGRID FORERO;916.190.549.747;993.560.106.055
4.589.676;-74.154.239;;Point;Desbordamientos de canales y quebradas;TUNJUELITO;Carrera 61 G calle 67 sur;6;Gestión de riesgos;Inundaciones;GIN003;INGRID FORERO;914.859.541.339;992.750.339.776
4.590.444;-74.153.302;;Point;Emposamiento y encharcamiento;TUNJUELITO;calle 64 sur con carrera 63;6;Gestión de riesgos;Inundaciones;GIN004;INGRID FORERO;915.899.706.137;993.599.933.944
4.591.629;-7.415.277;;Point;Emposamiento y encharcamiento;TUNJUELITO;calle 64 sur con carrera 62;6;Gestión de riesgos;Inundaciones;GIN004;INGRID FORERO;916.490.286.122;994.910.842.005
459.049;-74.153.833;;Point;Disposición ilegal de Residuos de Construcción y Demolición;TUNJUELITO;carrera 65 con calle 67 B sur;6;Contaminación;Manejo inadecuado de residuos sólidos;CR002;INGRID FORERO;915.310.248.073;993.650.827.464
4.591.394;-74.154.365;;Point;Disposición ilegal de Residuos de Construcción y Demolición;TUNJUELITO;calle 62 C sur  con carrera 63;6;Contaminación;Manejo inadecuado de residuos sólidos;CR002;INGRID FORERO;914.719.690.299;994.650.889.095
4.591.095;-74.154.707;;Point;Disposición inadecuada de residuos especiales y/o peligrosos;TUNJUELITO;calle 62 C sur  con carrera 64 A;6;Contaminación;Manejo inadecuado de residuos sólidos;CR003;INGRID FORERO;914.340.035.762;994.320.122.757
4.589.143;-74.150.536;;Point;Disposición inadecuada de residuos sólidos;TUNJUELITO;carrera 62 C con diagonal 49sur;6;Contaminación;Manejo inadecuado de residuos sólidos;CR004;INGRID FORERO;918.970.211.249;992.160.672.075
4.589.956;-74.149.536;;Point;Emisión de material particulado;TUNJUELITO;carrera 51 C con diagonal 49sur;6;Contaminación;Contaminación del aire;CA002;INGRID FORERO;920.080.308.437;993.060.052.834
459.171;-74.147.185;;Point;Emisión de material particulado;TUNJUELITO;diagonal 49 sur con carrera 50 C;6;Contaminación;Contaminación del aire;CA002;INGRID FORERO;922.690.136.884;995.000.419.414
4.592.044;-74.145.699;;Point;Emisión de material particulado;TUNJUELITO;diagonal 49 A sur carrea 61;6;Contaminación;Contaminación del aire;CA002;INGRID FORERO;924.339.729.452;995.369.909.274
4.590.453;-74.145.663;;Point;Emisión de material particulado;TUNJUELITO;diagonal 51 B bis sur 61;6;Contaminación;Contaminación del aire;CA002;INGRID FORERO;924.379.694.939;993.609.856.006
4.594.539;-74.145.149;;Point;Percepción de olores ofensivos;TUNJUELITO;Tranversal 60 diagonal 46 sur laguneta;6;Contaminación;Contaminación del aire;CA004;INGRID FORERO;924.950.272.839;998.130.019.186
4.594.539;-74.145.149;;Point;Disposición ilegal de Residuos de Construcción y Demolición;TUNJUELITO;Tranversal 60 diagonal 46 sur laguneta;6;Contaminación;Manejo inadecuado de residuos sólidos;CR002;INGRID FORERO;924.950.272.839;998.130.019.186
459.463;-74.143.888;;Point;Necesidad de procesos de educación ambiental comunitaria;TUNJUELITO;carrera 56 con diagonal 47 sur;6;Participación y educación ambiental;Educación ambiental;PE002;INGRID FORERO;92.635.008.983;99.823.069.255
459.463;-74.143.888;;Point;Disposición ilegal de Residuos de Construcción y Demolición;TUNJUELITO;carrera 56 con diagonal 47 sur;6;Contaminación;Manejo inadecuado de residuos sólidos;CR002;INGRID FORERO;92.635.008.983;99.823.069.255
4.590.002;-741.485;;Point;Disposición inadecuada de residuos sólidos;TUNJUELITO;carrera 54 A  con diagonal 47 sur;6;Contaminación;Manejo inadecuado de residuos sólidos;CR004;INGRID FORERO;921.230.364.126;993.110.936.712
4.594.829;-74.144.203;;Point;Disposición inadecuada de residuos sólidos;TUNJUELITO;carrera 56 con diagonal 48 sur;6;Contaminación;Manejo inadecuado de residuos sólidos;CR004;INGRID FORERO;926.000.412.317;998.450.836.274
4.591.971;-74.144.579;;Point;Falta visibilización y fortalecimiento a iniciativas comunitarias;TUNJUELITO;carrera 56 a diagonal 50 sur;6;Participación y educación ambiental;Reconocimiento territorial;PR001;INGRID FORERO;925.583.029.365;995.289.155.107
4.591.754;-7.414.458;;Point;Necesidad de procesos de participación ciudadana en el territorio;TUNJUELITO;carrera 56 a diagonal 50 sur;6;Participación y educación ambiental;Reconocimiento territorial;PR002;INGRID FORERO;92.558.191.995;995.049.097.545
4.591.796;-74.144.643;;Point;Percepción de olores ofensivos;TUNJUELITO;carrera 56 a diagonal 50 sur;6;Contaminación;Contaminación del aire;CA004;INGRID FORERO;925.511.984.188;995.095.560.104
4.592.064;-74.144.628;;Point;Disposición inadecuada de residuos sólidos;TUNJUELITO;carrera 56 a diagonal 50 sur;6;Contaminación;Manejo inadecuado de residuos sólidos;CR004;INGRID FORERO;925.528.634.716;995.392.036.768
4.594.196;-74.142.357;;Point;Disposición ilegal de Residuos de Construcción y Demolición;TUNJUELITO;KR 56 46 48 SUR;6;Contaminación;Manejo inadecuado de residuos sólidos;CR002;INGRID FORERO;92.804.963.282;997.750.585.639
4.594.196;-74.142.357;;Point;Falta visibilización y fortalecimiento a iniciativas comunitarias;TUNJUELITO;carrera 55 diagonal 47;6;Participación y educación ambiental;Reconocimiento territorial;PR001;INGRID FORERO;92.804.963.282;997.750.585.639
4.578.395;-7.414.269;;Point;Emisiones de gases por fuentes móviles;TUNJUELITO;CL 56A SUR 29 99 IN 88;6;Contaminación;Contaminación del aire;CA003;INGRID FORERO;927.680.069.468;980.270.634.628
4.578.458;-74.142.663;;Point;Disposición ilegal de Residuos de Construcción y Demolición;TUNJUELITO;CL 56A SUR 29A 15;6;Contaminación;Manejo inadecuado de residuos sólidos;CR002;INGRID FORERO;927.710.042.059;980.340.328.895
4.578.485;-74.142.627;;Point;Emisiones de gases por fuentes móviles;TUNJUELITO;CL 56A SUR 28 99;6;Contaminación;Contaminación del aire;CA003;INGRID FORERO;927.750.005.853;980.370.198.017
4.579.462;-74.142.582;;Point;Emposamiento y encharcamiento;TUNJUELITO;CL 56C SUR 29A 22;6;Gestión de riesgos;Inundaciones;GIN004;INGRID FORERO;927.799.954.762;981.451.010.053
4.587.145;-74.145.618;;Point;Desbordamientos de canales y quebradas;TUNJUELITO;DG 53 SUR 60D 05;6;Gestión de riesgos;Inundaciones;GIN003;INGRID FORERO;924.429.654.031;989.950.361.426
4.587.074;-74.145.596;;Point;Desbordamientos de canales y quebradas;TUNJUELITO;DG 53 SUR 60f;6;Gestión de riesgos;Inundaciones;GIN003;INGRID FORERO;924.454.076.264;989.871.817.291
4.587.082;-74.145.645;;Point;Desbordamientos de canales y quebradas;TUNJUELITO;DG 53 SUR 61;6;Gestión de riesgos;Inundaciones;GIN003;INGRID FORERO;924.399.681.515;989.880.667.264
4.586.476;-74.149.275;;Point;Disposición inadecuada de residuos sólidos;TUNJUELITO;KR 61G 51B 73 SUR;6;Contaminación;Manejo inadecuado de residuos sólidos;CR004;INGRID FORERO;920.370.028.088;989.210.281.087
4.586.793;-74.149.266;;Point;Disposición ilegal de Residuos de Construcción y Demolición;TUNJUELITO;DIAG 51 B SUR  KR 61 G;6;Contaminación;Manejo inadecuado de residuos sólidos;CR002;INGRID FORERO;920.380.020.275;989.560.964.161
4.586.612;-74.148.572;;Point;Emisión de material particulado;TUNJUELITO;DIAG 51 A  SUR  KR 61 G;6;Contaminación;Contaminación del aire;CA002;INGRID FORERO;921.150.427.122;989.360.729.345
4.586.612;-74.148.509;;Point;Areas que requieren de restauración ecológica;TUNJUELITO;DIAG 52  SUR  KR 61 G;6;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES001;INGRID FORERO;921.220.363.258;989.360.729.155
4.587.208;-7.414.342;;Point;Percepción de olores ofensivos;TUNJUELITO;transv 44 con 54 A;6;Contaminación;Contaminación del aire;CA004;INGRID FORERO;926.869.645.993;990.020.062.606
4.587.208;-7.414.342;;Point;Disposición ilegal de Residuos de Construcción y Demolición;TUNJUELITO;transv 44 con 54 A;6;Contaminación;Manejo inadecuado de residuos sólidos;CR002;INGRID FORERO;926.869.645.993;990.020.062.606
4.587.299;-74.143.996;;Point;Desbordamientos de canales y quebradas;TUNJUELITO;calle 56 A sur 33;6;Gestión de riesgos;Inundaciones;GIN003;INGRID FORERO;926.230.230.057;990.120.729.318
4.587.362;-7.414.396;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;TUNJUELITO;calle 56 A sur 33;6;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;INGRID FORERO;926.270.193.269;990.190.423.585
4.587.389;-74.143.384;;Point;Disposición inadecuada de grasas y aceites;TUNJUELITO;calle 56 A sur 33;6;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH002;INGRID FORERO;92.690.960.857;990.220.295.101
4.561.852;-741.308;;Point;Percepción de olores ofensivos;TUNJUELITO;carrera 13 F sur con calle 58;6;Contaminación;Contaminación del aire;CA004;INGRID FORERO;940.879.680.345;961.970.032.542
4.561.066;-74.131.592;;Point;Percepción de olores ofensivos;TUNJUELITO;carrera 13 F sur con calle 59;6;Contaminación;Contaminación del aire;CA004;INGRID FORERO;940.000.471.083;961.100.497.216
4.561.852;-741.308;;Point;Emisión de gases por fuentes fijas;TUNJUELITO;carrera 13 F sur con calle 58;6;Contaminación;Contaminación del aire;CA001;INGRID FORERO;940.879.680.345;961.970.032.542
46.089;-74.206.245;;Point;Disposición inadecuada de residuos sólidos;BOSA;CL 77 A SUR No. 87 F - 23;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;857.129.825.839;10.140.197.348
4.562.187;-74.130.448;;Point;Disposición inadecuada de residuos especiales y/o peligrosos;TUNJUELITO;carrera 13 F sur con calle 57;6;Contaminación;Manejo inadecuado de residuos sólidos;CR003;INGRID FORERO;941.270.439.759;962.340.636.681
4.560.388;-74.133.259;;Point;Percepción de olores ofensivos;TUNJUELITO;calle 59 B sur con 15;6;Contaminación;Contaminación del aire;CA004;INGRID FORERO;938.149.886.977;960.350.419.871
4.560.388;-74.133.259;;Point;Vertimientos ilegales industriales;TUNJUELITO;calle 59 B sur con 15;6;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH004;INGRID FORERO;938.149.886.977;960.350.419.871
4.561.102;-74.134.403;;Point;Inestabilidad de taludes y muros de contención;TUNJUELITO;calle 59 B sur con 17 B;6;Gestión de riesgos;Infraestructura;GE003;INGRID FORERO;936.879.875.976;961.140.263.522
